utgdag;kaupverd;nuvirdi;ist120;ibm2;ib2m2;ib3m2;rism2;bilskurm2;geymm2;two_livunits;two_storey;storeys_3;age_studull;not_concrete;stud1house;bath_fixtures;fjbilsk;lodpflm;landratio;innig_factor;utig_factor;fjarmalastofnunselur;hverfi;gata
04/10/2019;85000;82843;1111;175.7;0;67.4;0;37.5;14.1;0;1;0;29;0;1.18;4;0;758;1.024;1.12;1.11;0;6020;0
07/01/2019;61400;61184;1111;171.1;0;56.2;0;36;0;0;1;0;30;1;1.229;4;0;769;1.039;1.07;1.11;0;6020;0
28/10/2016;12000;12000;1126;61.3;0;0;0;0;0;0;0;0;79;0;1;2;0;134;0.181;0.85;0.94;1;6020;0
30/11/2019;13000;13000;1126;61.3;0;0;0;0;0;0;0;0;79;0;1;2;0;134;0.181;0.85;0.94;0;6020;0
05/07/2019;52500;52411;1111;186.8;93.4;0;0;32.2;0;0;1;0;79;0;1.115;3;0;549;0.742;0.93;1;0;6020;0
11/06/2015;22000;20695;1126;92.4;0;0;0;0;4.1;0;0;0;63;0;1;2;0;230;0.311;0.76;0.94;0;6020;0
12/05/2019;19000;18993;1126;59.5;59.5;0;0;0;0;0;0;0;79;0;1;2;0;155;0.209;0.93;1;0;6020;0
07/05/2017;23000;23000;1111;90.9;35.3;16.6;0;0;19.5;0;0;1;79;1;1.158;2;0;327;0.442;0.85;0.72;0;6020;0
11/06/2017;36100;35840;1111;131.4;50.2;31;0;0;0;0;0;1;79;0.5;1.073;4;0;458;0.619;0.94;0.89;0;6020;0
20/07/2018;43000;42689;1111;131.4;50.2;31;0;0;0;0;0;1;79;0.5;1.073;4;0;458;0.619;0.94;0.89;0;6020;0
10/10/2016;38500;38001;1111;176.4;67.2;42;0;0;0;0;0;1;79;0;1.073;5;0;420;0.568;0.86;1;0;6020;0
03/09/2017;47000;46870;1111;218.1;82.4;0;0;0;0;0;0;1;79;0;1.144;4;0;600;0.811;0.94;0.96;0;6020;0
29/11/2019;20750;20555;1126;53.4;0;0;0;0;19.8;0;0;0;79;0.5;1;2;0;205;0.277;0.89;0.86;0;6020;0
28/11/2019;15000;14705;1126;92.3;0;0;0;0;29.7;0;1;0;79;0.5;1;2;0;335;0.453;0.76;0.86;0;6020;0
01/12/2016;21400;21326;1126;83.7;0;0;0;0;31.3;0;0;0;79;0;1;2;0;215;0.291;0.85;0.94;0;6020;0
13/06/2014;18892;18289;1126;84.1;0;0;0;0;28.3;0;1;0;78;0;1;2;0;139;0.188;1.06;1.04;0;6020;0
15/03/2014;38800;37795;1111;203.8;77;0;0;0;0;0;0;1;79;0;1.092;4;0;570;0.77;0.86;1;0;6020;0
31/10/2015;14800;14535;1126;80;0;0;0;0;0;0;1;0;79;0;1;2;0;198;0.268;0.94;1;0;6020;0
03/03/2018;21900;21780;1126;80;0;0;0;0;0;0;1;0;79;0;1;2;0;198;0.268;0.94;1;0;6020;0
17/05/2015;37000;36720;1126;240.4;89;0;0;0;22.2;0;1;0;70;0;1;4;0;379;0.512;0.75;0.92;0;6020;0
26/10/2016;14700;14686;1126;54.1;0;0;0;0;0;0;0;0;79;0;1;2;0;137;0.185;0.96;1;0;6020;0
01/03/2019;15000;14993;1126;54.1;0;0;0;0;0;0;0;0;79;0;1;2;0;137;0.185;0.96;1;0;6020;0
15/08/2014;8800;8690;1126;64.7;0;0;0;0;0;0;0;0;79;1;1;2;0;140;0.189;0.89;0.67;0;6020;0
06/10/2017;12400;12400;1126;64.7;0;0;0;0;0;0;0;0;79;1;1;2;0;140;0.189;0.89;0.67;0;6020;0
07/12/2019;15500;15500;1126;64.7;0;0;0;0;0;0;0;0;79;1;1;2;0;140;0.189;0.89;0.67;0;6020;0
28/06/2019;16000;15918;1126;64.7;0;0;0;0;0;0;0;0;79;1;1;2;0;140;0.189;0.89;0.67;0;6020;0
18/06/2014;29600;28938;1111;173.8;0;20;0;36;0;0;0;1;79;0;1.148;4;0;511;0.691;0.97;0.93;0;6020;0
15/08/2015;51000;50130;1111;209.8;79.8;50;0;31.1;0;0;0;1;35;1;1.08;5;0;400;0.541;1;1;0;6020;0
06/07/2016;30500;30227;1126;106.5;0;0;0;29.2;19.1;0;0;0;41;0;1;2;0;517;0.699;1;1;0;6020;0
11/03/2015;17100;17100;1126;135.4;71;0;0;0;0;0;1;0;17;0;1;4;0;357.3;0.483;1;1;0;6020;0
16/11/2015;23000;22988;1126;135.4;71;0;0;0;0;0;1;0;17;0;1;4;0;357.3;0.483;1;1;0;6020;0
31/05/2015;24475;24475;1111;120;0;0;0;0;0;0;1;0;79;0;1.001;4;0;404;0.546;1;1;0;6020;0
14/08/2016;18300;18274;1126;73.9;0;0;0;0;3.3;0;0;0;65;0;1;2;0;204;0.276;1;1;0;6020;0
17/08/2018;24500;24482;1126;73.9;0;0;0;0;3.3;0;0;0;67;0;1;2;0;204;0.276;1;1;0;6020;0
17/05/2015;27500;27500;1111;204.5;0;21.3;0;0;0;0;0;1;79;1;1.181;3;0;394;0.532;0.81;1;1;6020;0
16/07/2015;19000;18873;1126;112.6;0;0;0;41.2;2.6;0;1;0;66;0;1;2;0;295;0.399;1;1;1;6020;0
01/01/2017;17806;17122;1126;81;0;0;0;0;4.9;0;0;0;68;0;1;2;0;177;0.239;1;1;0;6020;0
21/09/2016;22026;21991;1126;112.6;0;0;0;41.2;2.6;0;1;0;67;0;1;2;0;295;0.399;1;1;0;6020;0
03/07/2016;28500;28318;1126;128.2;0;61.6;0;0;32.6;0;1;0;62;0.5;1;3;0;399;0.539;0.88;0.78;0;6020;0
12/09/2018;34500;34043;1126;128.2;0;61.6;0;0;32.6;0;1;0;64;0.5;1;3;0;399;0.539;0.81;0.78;0;6020;0
05/04/2019;27400;27226;1126;92.4;0;0;0;0;4.1;0;0;0;67;0;1;2;0;230;0.311;0.76;0.94;0;6020;0
30/07/2014;24000;23699;1126;126.4;0;0;0;0;6;0;1;0;62;0;1;2;0;312;0.422;0.84;0.94;0;6020;0
12/11/2014;12500;12338;1126;49.1;0;0;0;0;0;0;0;0;79;1;1;2;0;87;0.118;1.04;1;0;6020;0
12/05/2016;24000;23961;1126;92.2;0;0;0;19.5;7.4;0;0;0;64;0;1;2;0;272;0.368;1.02;0.93;0;6020;0
02/11/2019;23800;23765;1126;71;0;0;0;19.5;0;0;0;0;67;0;1;3;0;200;0.27;1.04;0.89;0;6020;0
13/04/2017;28800;28374;1126;129.3;0;0;0;0;34.3;0;1;0;67;1;1;2;0;326;0.441;0.9;0.97;0;6020;0
02/12/2015;17800;17694;1126;74.2;0;0;0;0;15.3;0;0;0;79;0;1;2;0;163;0.22;0.96;1;0;6020;0
24/10/2018;25200;25064;1126;74.2;0;0;0;0;15.3;0;0;0;79;0;1;2;0;163;0.22;0.96;1;0;6020;0
18/11/2014;17800;17320;1126;76;0;0;0;0;5.5;0;0;0;72;0;1;2;0;343;0.464;0.94;0.72;0;6020;0
03/06/2017;34000;33337;1126;148.5;0;0;0;30.8;2;0;1;0;46;0;1;2;0;347;0.469;0.89;0.95;0;6020;0
17/08/2019;23500;23500;1126;89.6;0;0;0;0;17.2;0;0;0;65;0;1;2;0;223;0.301;0.74;1;0;6020;0
25/06/2016;37000;36750;1111;182.5;92.6;0;0;0;0;0;1;0;74;0;1.039;4;0;444;0.6;1.02;1;0;6020;0
31/05/2019;28000;28000;1111;103.5;0;0;0;0;0;0;0;0;76;1;1.008;2;0;582;0.786;1.04;1;0;6020;0
02/04/2015;28000;27422;1111;85;0;0;0;48;0;0;0;0;72;1;1.003;2;0;574;0.776;1;1;0;6020;0
18/10/2017;31500;31297;1126;128.2;0;0;0;0;12;0;1;0;69;0;1;2;0;304;0.411;0.9;1;0;6020;0
11/03/2017;21200;21200;1126;82;0;0;0;0;3.8;0;0;0;69;0;1;2;0;196;0.265;0.78;1;0;6020;0
26/07/2018;47500;46510;1126;165.8;0;34.9;0;23.2;0;1;1;0;72;0;1;3;0;282;0.381;0.91;0.89;0;6020;0
13/05/2017;30000;29859;1111;130.6;66.6;0;0;0;0;0;1;0;78;0;1.03;3;0;470;0.635;0.78;0.94;0;6020;0
28/11/2018;43000;41979;1111;130.6;66.6;0;0;0;0;0;1;0;79;0;1.03;3;0;470;0.635;0.78;0.94;0;6020;0
31/01/2016;42900;41980;1111;216.1;76.2;71.7;0;0;0;0;0;1;35;0;1.102;6;0;448;0.605;1;1;0;6020;0
12/04/2019;63600;63429;1111;120.4;0;0;0;0;36.2;0;0;0;49;1;1.406;2;0;529;0.715;1;1;0;6020;0
16/12/2017;43500;42369;1111;111.3;0;0;0;0;23.6;0;1;0;79;0;1.133;2;0;451;0.609;0.91;1;0;6020;0
06/07/2016;15600;15569;1126;86.4;0;0;0;0;0;0;0;0;41;0;1;3;0;265;0.358;1;1;0;6020;0
02/02/2014;19000;19000;1126;95.6;0;0;0;0;13.1;0;0;0;71;1;1;2;0;452;0.611;1;1;1;6020;0
02/03/2019;30500;30096;1126;83.1;0;0;0;0;0;0;0;0;72;0;1;2;0;281;0.38;1.04;1.11;0;6020;0
13/09/2014;15800;15800;1122_1125;71;0;0;0;0;0;0;0;0;67;0;1;2;0;412;0.557;0.96;0.89;0;6020;0
28/03/2015;10300;10300;1126;48.8;0;0;0;0;13.3;0;0;0;79;0;1;2;0;164;0.222;0.78;1;0;6020;0
30/08/2014;27000;26796;1111;133.2;40.8;23.5;0;30;0;0;0;1;49;0.5;1.137;4;0;480;0.649;1;1;0;6020;0
04/09/2015;11500;11468;1111;66.2;0;33.1;0;0;33.1;0;1;0;79;1;1.017;2;0;330;0.446;0.87;0.72;1;6020;0
21/04/2017;50500;48670;1111;240;0;0;0;56;0;0;1;0;68;1;1.004;4;0;501;0.677;0.85;1;0;6020;0
28/11/2015;16500;15342;1126;75.6;0;0;0;0;0;0;0;0;79;0;1;2;0;183;0.247;0.78;1;0;6020;0
07/06/2017;9600;9600;1111;125;0;0;0;16;0;0;0;0;76;1;1.169;2;0;728;0.984;0.85;0.89;0;6020;0
01/08/2018;49800;49364;1111;243.7;0;0;0;0;5.5;0;0;1;69;0;1.166;4;0;460;0.622;1.06;1;0;6020;0
01/09/2015;23350;23216;1126;99;0;0;0;29.4;7.3;0;0;0;57;0;1;2;0;212.5;0.287;1;1;0;6020;0
21/12/2014;24500;24500;1126;150.8;0;30;0;30.8;14;0;0;1;62;0;1;3;0;403;0.545;0.77;1;1;6020;0
28/11/2019;27500;26793;1126;109.7;0;0;0;0;0;0;0;0;67;0;1;2;0;240;0.324;0.81;1;0;6020;0
21/11/2015;25500;25500;1111;163.7;0;71.6;0;0;0;0;1;0;79;1;1.113;2;0;365;0.493;0.91;0.78;0;6020;0
10/06/2018;66000;65038;1111;249.8;124.9;0;0;0;0;0;1;0;75;0;1.038;7;0;545;0.736;1.04;1;0;6020;0
21/03/2015;19900;19808;1126;115;0;0;0;0;0;0;0;0;79;1;1;2;0;244;0.33;1;0.67;1;6020;0
08/10/2017;25900;25874;1126;76;0;0;0;0;5.5;0;0;0;75;0;1;2;0;343;0.464;0.94;0.72;0;6020;0
10/12/2017;28000;27441;1126;85;0;0;0;32.8;4.8;0;0;0;74;0;1;2;0;258;0.349;0.88;1;0;6020;0
19/08/2015;16300;16300;1126;89;0;0;0;0;0;0;0;0;79;0;1;2;0;182;0.246;0.78;1;0;6020;0
03/02/2019;34500;34473;1122_1125;139.4;0;11.4;0;0;0;0;0;1;79;0;1;2;0;230;0.311;0.99;1;0;6020;0
11/08/2018;25500;25491;1122_1125;109;0;21.8;0;0;0;0;0;1;79;0;1;2;0;211;0.285;0.85;1;0;6020;0
26/09/2014;15550;15550;1126;84.4;0;0;0;0;1.5;0;0;0;79;1;1;2;0;185;0.25;1;1;1;6020;0
18/09/2014;16000;16000;1126;67.4;0;0;0;0;4.3;0;0;0;70;0;1;2;0;197;0.266;1;1;0;6020;0
31/08/2019;14667;14667;1126;50;0;0;0;0;0;0;0;0;79;0;1;2;0;261;0.353;1.04;0.89;0;6020;0
31/08/2019;22000;22000;1126;73.7;0;0;0;0;0;0;0;0;79;0;1;2;0;369;0.499;0.78;0.89;0;6020;0
17/01/2016;15000;15000;1126;111;0;24;0;0;0;0;0;1;79;1;1;2;0;207;0.28;0.78;0.67;0;6020;0
05/12/2018;27700;27630;1126;89.9;0;0;0;0;5.9;0;0;0;75;0;1;2;0;292;0.395;0.78;0.94;0;6020;0
17/09/2017;16800;16800;1126;68.8;0;0;0;0;4.9;0;0;0;74;0;1;2;0;230;0.311;0.76;1;0;6020;0
31/05/2015;12000;11921;1126;68.8;0;0;0;0;4.9;0;0;0;72;0;1;2;0;230;0.311;0.76;1;1;6020;0
08/11/2014;14700;14700;1111;85;0;0;0;45.5;0;0;0;0;70;1;1.003;2;0;500;0.676;0.81;1;0;6020;0
17/08/2014;26000;25981;1111;116.2;0;48;0;0;68.2;0;1;0;79;0.5;1.052;3;0;438;0.592;0.74;0.72;0;6020;0
06/03/2014;23000;22973;1126;71.2;0;0;0;28;5.3;0;0;0;69;0;1;2;0;303;0.409;0.79;0.96;0;6020;0
08/11/2015;15500;15493;1126;62;0;0;0;0;2.3;0;0;0;70;0;1;2;0;260;0.351;0.91;1;0;6020;0
15/06/2018;21000;21000;1126;62;0;0;0;0;2.3;0;0;0;73;0;1;2;0;260;0.351;0.91;1;0;6020;0
22/02/2015;31700;31488;1111;108.6;0;0;0;0;19.4;0;0;0;68;1;1.116;2;0;554;0.749;0.96;0.94;0;6020;0
24/07/2015;52500;51913;1111;272.4;102;72;0;0;0;0;0;1;79;0;1.086;4;0;586;0.792;0.83;0.93;0;6020;0
09/05/2015;22500;22361;1126;83;0;0;0;0;0;0;0;0;67;0;1;2;0;257;0.347;1.26;1;0;6020;0
21/08/2016;25000;24836;1126;130.5;0;0;0;28;0;0;1;0;68;0;1;2;0;386;0.522;0.81;0.94;0;6020;0
27/02/2020;34000;32010;1126;130.5;0;0;0;28;0;0;1;0;72;0;1;2;0;386;0.522;0.81;0.94;0;6020;0
24/01/2020;28700;27609;1126;83;0;0;0;0;0;0;0;0;72;0;1;2;0;257;0.347;1.26;1;0;6020;0
13/04/2019;28700;28325;1126;83;0;0;0;0;0;0;0;0;71;0;1;2;0;257;0.347;1.26;1;0;6020;0
29/09/2018;32500;32492;1126;130.5;0;0;0;28;0;0;1;0;70;0;1;2;0;386;0.522;0.81;0.94;0;6020;0
04/07/2018;25000;25000;1111;102.7;0;40.8;0;0;62.8;0;1;0;79;0;1.238;2;0;315;0.426;0.64;0.89;0;6020;0
11/02/2016;30100;30038;1111;124.8;0;36.4;34.1;0;0;0;1;0;14;1;1.175;3;0;408;0.551;1;1;0;6020;0
25/03/2016;25300;25252;1122_1125;104.3;0;0;0;0;0;0;0;0;77;0;1;2;0;480;0.649;0.81;0.89;0;6020;0
29/11/2018;29000;28811;1126;91.5;0;0;0;0;0;0;0;0;71;1;1;2;0;273;0.369;1.04;1;0;6020;0
15/06/2018;57000;56835;1111;153.3;43.8;0;0;49;0;0;1;0;63;1;1.05;2;0;586;0.792;1;1;0;6020;0
09/01/2020;26500;26351;1126;75;0;0;0;0;13.7;0;0;0;76;0;1;2;0;284;0.384;0.87;1.22;0;6020;0
11/02/2017;22500;22241;1126;75;0;0;0;0;13.7;0;0;0;73;0;1;2;0;284;0.384;0.87;1.22;0;6020;0
08/10/2016;23800;23782;1126;99.4;0;0;0;0;10;0;0;0;72;0;1;2;0;339;0.458;0.76;0.89;0;6020;0
26/09/2019;31500;31482;1111;137.6;49.3;0;0;0;0;0;1;0;77;1;1.016;4;0;560;0.757;0.93;1;0;6020;0
20/07/2018;22000;21965;1126;96.3;0;0;0;0;1.1;0;0;0;70;0;1;2;0;239;0.323;0.94;1;0;6020;0
31/03/2017;25700;25251;1126;101.9;0;0;0;0;20.5;0;0;0;68;0;1;2;0;237;0.32;0.73;1;0;6020;0
22/03/2016;17000;16763;1126;59.3;0;0;0;0;0;0;0;0;79;1;1;2;0;229;0.309;0.85;1;0;6020;0
04/10/2019;38300;38062;1122_1125;131.1;0;0;0;0;6.4;0;0;1;79;0;1;3;0;254;0.343;0.85;1;0;6020;0
23/01/2016;23500;22289;1126;130.6;0;0;0;0;0;0;1;0;36;0.5;1;2;0;385;0.52;1;1;0;6020;0
19/11/2016;22900;22464;1122_1125;71;0;0;0;0;0;0;0;0;69;0;1;2;0;412;0.557;0.93;0.89;0;6020;0
01/06/2014;18200;17069;1126;89.9;0;0;0;0;5.9;0;0;0;71;0;1;2;0;292;0.395;0.78;0.94;0;6020;0
25/05/2017;57400;56664;1111;173.4;47;40.1;31.3;0;0;0;0;1;47;0;1.179;4;0;850;1.149;1;1;0;6020;0
03/02/2016;14000;13914;1126;78.7;0;0;0;0;19;0;0;0;79;0;1;2;0;109;0.147;0.74;1;0;6020;0
18/04/2015;31300;31228;1111;147.6;51.8;0;0;0;0;0;1;0;35;1;1.097;4;0;808;1.092;1;1;0;6020;0
13/07/2018;44000;43638;1111;133.2;40.8;23.5;0;30;0;0;0;1;53;0.5;1.137;4;0;480;0.649;1;1;0;6020;0
15/10/2014;18700;16687;1126;67.3;0;0;0;0;39;0;0;0;79;0;1;2;0;212;0.286;0.83;1;0;6020;0
21/03/2018;27500;27500;1122_1125;163.4;47.9;56.7;0;0;0;0;0;1;79;1;1;4;0;463;0.626;0.89;0.72;0;6020;0
04/04/2019;44000;43442;1122_1125;128;0;0;0;36;0;0;1;0;68;0;1;2;0;683;0.923;0.93;0.93;0;6020;0
18/07/2014;37200;36653;1111;103.8;0;0;0;40.2;0;0;0;0;7;0;1.031;2;0;410;0.554;1;1;0;6020;0
22/08/2015;20500;19757;1111;73.8;0;0;0;39.3;0;0;0;0;73;0;1.053;2;0;515;0.696;0.93;0.89;0;6020;0
07/04/2018;32500;32500;1126;135.1;0;0;0;0;26.2;0;1;0;66;0;1;2;0;402;0.543;0.88;0.97;0;6020;0
18/09/2014;23750;23750;1111;110.4;0;0;0;0;0;0;0;0;72;0;1.106;2;0;444;0.6;1.04;1;0;6020;0
01/03/2017;26700;24497;1122_1125;104.3;0;0;0;0;0;0;0;0;78;0;1;2;0;480;0.649;0.81;0.89;0;6020;0
30/05/2019;44000;43828;1126;162;0;0;0;38.2;25.6;0;0;1;65;0;1;4;0;433;0.585;0.86;1;0;6020;0
06/12/2018;28900;28893;1126;133.5;0;0;0;0;0;0;1;0;70;1;1;2;0;259;0.35;1.15;1;0;6020;0
28/06/2017;34000;34000;1126;133.5;0;0;0;0;0;0;1;0;69;1;1;2;0;259;0.35;1.15;1;0;6020;0
24/10/2018;28000;27969;1111;65.9;0;18.2;0;0;47.7;0;1;0;79;1;1.137;2;0;437;0.591;0.98;0.72;0;6020;0
08/01/2017;23000;23000;1111;76.7;0;0;0;0;15.3;0;0;0;78;0;1.01;2;0;460;0.622;0.65;0.94;1;6020;0
31/05/2019;37500;37403;1126;123.9;0;53.6;0;0;0;0;1;0;77;0;1;2;0;299;0.404;0.96;1;0;6020;0
27/01/2016;26000;25103;1111;152.1;0;0;0;31.2;0;0;0;0;71;1;1.237;2;0;793;1.072;0.85;0.96;0;6020;0
02/03/2014;15000;14575;1122_1125;104.3;0;0;0;0;0;0;0;0;67;1;1;2;0;525;0.709;1;1;0;6020;0
01/01/2015;14000;13803;1126;89;0;0;0;34.8;0;0;0;0;79;1;1;3;0;266;0.359;1;1;0;6020;0
18/04/2019;43200;42902;1111;93.5;0;0;0;38.6;0;0;0;0;76;1;1.008;2;0;589;0.796;1.07;1;0;6020;0
31/08/2014;16300;16194;1122_1125;104.3;0;0;0;0;0;0;0;0;67;1;1;2;0;447;0.604;0.93;0.89;0;6020;0
04/06/2014;24200;23740;1126;106.8;0;0;0;23;11.4;0;0;0;57;0;1;2;0;255.9;0.346;0.89;0.96;0;6020;0
04/10/2015;23500;22875;1126;113.4;0;0;0;0;11.4;0;0;0;59;0;1;2;0;353;0.477;0.96;0.94;0;6020;0
13/09/2015;14500;14500;1126;59.3;0;0;0;0;0;0;0;0;79;1;1;2;0;229;0.309;0.85;1;0;6020;0
20/02/2014;28100;27300;1111;215.5;112.5;0;0;0;0;0;1;0;67;0;1.021;4;0;538;0.727;1;0.89;1;6020;0
11/09/2014;19500;19410;1126;103.4;0;0;0;0;0;0;1;0;67;0;1;2;0;309;0.418;0.8;0.89;0;6020;0
19/05/2018;31500;31361;1111;159.6;61.8;36;0;0;0;0;0;1;48;1;1.087;2;0;382;0.516;1;1;1;6020;0
29/06/2014;8500;8446;1126;47.4;0;0;0;0;21.6;0;1;0;79;0;1;2;0;211;0.285;0.72;0.94;0;6020;0
02/03/2017;12600;12593;1126;47.4;0;0;0;0;21.6;0;1;0;79;0;1;2;0;211;0.285;0.72;0.94;0;6020;0
04/09/2015;6825;6501;1126;55.7;0;0;0;0;0;0;0;0;79;0;1;2;0;109;0.147;0.78;1;0;6020;0
03/02/2016;12500;12425;1126;78.7;0;0;0;0;38.2;0;0;0;79;0;1;2;0;124;0.168;0.72;1;0;6020;0
19/02/2016;19500;19500;1126;135.1;0;0;0;0;26.2;0;1;0;64;0;1;2;0;402;0.543;0.88;0.97;0;6020;0
29/03/2019;30500;29972;1126;86.9;0;0;0;0;3.4;0;0;0;73;0;1;3;0;150;0.203;1.35;0.94;0;6020;0
27/01/2017;28500;28031;1126;98.6;0;0;0;0;31.6;0;0;0;71;0;1;2;0;230.5;0.311;1;1;0;6020;0
23/07/2017;55400;55282;1111;188.4;65.8;0;0;0;51;0;1;0;79;0;1.12;4;0;600;0.811;1;1;0;6020;0
23/09/2018;22700;22700;1126;77.9;0;0;0;0;0;0;0;0;72;1;1;2;0;357;0.482;0.81;0.94;0;6020;0
11/06/2017;20800;20800;1111;100;0;0;0;0;48.6;0;1;0;79;1;1.027;3;0;140;0.189;0.85;0.67;1;6020;0
16/05/2019;30300;30296;1111;88.8;0;0;0;0;0;0;1;0;79;0.5;1.088;2;0;167;0.226;0.94;1;0;6020;0
24/03/2016;24100;23968;1126;87.7;0;0;0;0;20.7;0;0;0;79;0;1;2;0;246;0.332;1;1;0;6020;0
11/09/2019;64000;60093;1111;165.8;0;61.8;0;36;25.5;0;1;0;32;1;1.344;2;0;994;1.343;0.95;0.94;0;6020;0
06/07/2016;26300;26127;1111;80;0;0;0;0;0;0;0;0;77;0;1.006;2;0;506;0.684;0.96;1;0;6020;0
25/03/2017;27500;26849;1126;98.1;0;0;0;0;0;0;0;0;70;0;1;2;0;187;0.253;0.78;1;0;6020;0
19/07/2017;39000;38857;1126;100.4;0;0;0;0;45.7;0;0;0;71;0;1;2;0;237;0.32;0.94;1;0;6020;0
24/12/2017;21000;21000;1126;111.2;0;0;0;0;34.5;0;0;0;79;1;1;2;0;506;0.684;0.85;0.78;0;6020;0
09/10/2015;15050;14949;1126;105.4;0;0;0;0;0;0;0;0;77;0;1;2;0;254;0.343;0.93;0.94;0;6020;0
08/12/2017;25000;24677;1126;85.4;0;0;0;18;0;0;0;0;71;0;1;2;0;277;0.374;0.78;0.89;0;6020;0
15/10/2015;20500;20500;1126;96.3;0;0;0;0;1.1;0;0;0;67;0;1;2;0;239;0.323;0.94;1;0;6020;0
26/04/2019;48888;47947;1111;140.9;0;59;0;74.3;81.9;0;1;0;79;0;1.085;4;0;400;0.541;0.8;0.96;0;6020;0
29/04/2015;23000;22817;1126;121.4;0;0;0;0;10.3;0;0;0;57;0;1;2;0;516;0.697;1;1;0;6020;0
05/05/2017;30200;30195;1126;130.6;0;0;0;0;0;0;1;0;37;0.5;1;2;0;385;0.52;1;1;0;6020;0
20/04/2019;45000;44912;1122_1125;129.1;0;0;0;39.1;0;0;0;1;79;1;1;2;0;275;0.372;0.78;0.93;0;6020;0
24/12/2016;26500;26500;1126;106.9;0;0;0;0;14.6;0;0;0;70;0;1;3;0;387;0.523;1.02;1;0;6020;0
04/05/2016;23900;23852;1126;115.7;0;0;0;0;10.6;0;0;0;60;0;1;2;0;262;0.354;0.89;0.94;0;6020;0
13/08/2016;21500;21494;1126;88.2;0;0;0;0;7.4;0;0;0;69;0;1;2;0;310;0.419;0.93;1;0;6020;0
09/02/2020;29000;28997;1126;110;0;0;0;0;0;0;0;0;72;1;1;2;0;216;0.292;1;1;0;6020;0
30/11/2017;27000;26493;1126;103.2;0;0;0;24.2;0;0;0;0;64;0;1;2;0;319;0.431;0.81;0.96;0;6020;0
20/12/2019;15900;15900;1126;48.3;0;0;0;0;0;0;0;0;74;1;1;2;1;183.2;0.248;1;1;0;6020;0
07/06/2015;12575;11652;1126;50.6;0;0;0;0;19;0;0;0;79;0;1;2;0;253;0.342;0.85;0.94;0;6020;0
11/11/2016;16100;16100;1126;73;0;0;0;0;0;0;1;0;79;1;1;2;0;152;0.205;0.98;0.72;0;6020;0
18/03/2016;45000;44141;1111;188;0;72;0;36;0;0;1;0;29;0;1.135;4;0;626;0.846;0.98;0.85;0;6020;0
07/06/2019;33400;33400;1126;98.1;0;0;0;0;0;0;0;0;72;0;1;2;0;187;0.253;0.78;1;0;6020;0
28/02/2015;12200;10995;1126;68.9;0;18.6;0;0;35.2;0;1;0;79;1;1;2;0;212;0.286;1;1;0;6020;0
02/06/2016;11800;11800;1126;70.3;0;0;0;0;0;0;0;0;79;1;1;2;0;98;0.132;0.78;0.89;0;6020;0
02/04/2015;13900;13863;1126;97.9;0;0;0;0;0;0;1;0;79;1;1;2;0;132;0.178;0.89;0.89;0;6020;0
07/10/2017;26750;26248;1126;91;0;0;0;0;0;0;0;0;53;1;1;2;0;270;0.365;1;1;0;6020;0
27/09/2014;19250;18488;1126;86.9;0;0;0;0;3.4;0;0;0;68;0;1;3;0;150;0.203;1.35;0.94;0;6020;0
29/07/2016;17000;17000;1111;128;0;16.8;0;0;0;0;0;1;79;1;1.255;4;0;275;0.372;0.78;0.78;0;6020;0
19/02/2017;38000;37580;1126;201.6;72.6;0;0;25;0;0;1;0;69;0;1;3;0;394;0.532;0.87;0.93;0;6020;0
06/12/2015;27500;27841;1111;122.1;0;0;0;33.4;15.9;0;1;0;79;0;1.017;3;0;190;0.257;0.77;0.89;0;6020;0
26/01/2019;21500;21083;1126;97.9;0;0;0;0;0;0;1;0;79;1;1;2;0;132;0.178;0.89;0.89;0;6020;0
20/12/2017;25000;24891;1126;107;0;0;0;0;31.9;0;1;0;79;1;1;2;0;484;0.654;0.95;0.78;0;6020;0
06/08/2018;30000;30000;1126;100.6;0;0;0;0;33.5;0;1;0;79;1;1;2;0;123;0.166;0.74;0.67;0;6020;0
17/11/2017;52000;51833;1111;165.8;0;61.8;0;36;25.5;0;1;0;30;1;1.344;2;0;994;1.343;0.95;0.94;0;6020;0
26/08/2016;12300;12141;1126;82.6;82.6;0;0;0;0;0;0;0;68;0;1;2;0;260;0.351;0.81;0.89;0;6020;0
31/08/2016;45000;44614;1111;252.8;92.9;67;0;0;0;0;0;1;56;1;1.193;4;0;413;0.558;1;1;0;6020;0
20/09/2015;28000;27913;1126;114.5;0;0;0;36;9.8;0;0;0;67;0;1;2;0;257;0.347;0.76;0.93;0;6020;0
17/09/2015;25700;25530;1126;131.4;0;0;0;0;16.4;0;1;0;69;0;1;2;0;408;0.551;0.8;0.89;0;6020;0
17/04/2014;21800;21766;1126;133.5;0;0;0;0;0;0;1;0;66;1;1;2;0;259;0.35;1.15;1;0;6020;0
29/11/2015;19000;19000;1111;93.3;0;26.7;0;0;0;0;1;0;79;1;1.383;2;0;3859;5.215;1.13;0.67;0;6020;0
05/01/2018;19300;19300;1126;67.2;0;0;0;0;31.5;0;0;0;79;0;1;2;0;285;0.385;0.73;0.94;0;6020;0
30/05/2014;28200;27992;1126;147.6;0;0;0;0;65.7;0;1;0;66;0;1;2;0;444;0.6;0.84;0.96;0;6020;0
